length,time
0,0.0
200,0.0010020732879638672
400,0.0010001659393310547
600,0.0009975433349609375
800,0.0019998550415039062
1000,0.0030002593994140625
1200,0.0029997825622558594
1400,0.005022764205932617
1600,0.005980253219604492
1800,0.00499725341796875
2000,0.0060002803802490234
2200,0.01199960708618164
2400,0.010000228881835938
2600,0.007999181747436523
2800,0.011002779006958008
3000,0.008997440338134766
3200,0.010999679565429688
3400,0.01100015640258789
3600,0.010999917984008789
3800,0.010999679565429688
4000,0.01300048828125
4200,0.013000011444091797
4400,0.014015674591064453
4600,0.013985157012939453
4800,0.016004085540771484
5000,0.015994787216186523
5200,0.017000198364257812
5400,0.018001794815063477
5600,0.018998146057128906
5800,0.018000125885009766
6000,0.022015094757080078
6200,0.019985198974609375
6400,0.02300095558166504
6600,0.022998571395874023
6800,0.02299976348876953
7000,0.024000167846679688
7200,0.025002002716064453
7400,0.025999069213867188
7600,0.02599930763244629
7800,0.026999950408935547
8000,0.030002355575561523
8200,0.03099822998046875
8400,0.03200078010559082
8600,0.031998634338378906
8800,0.032999515533447266
9000,0.03500175476074219
9200,0.0370025634765625
9400,0.036997079849243164
9600,0.03599905967712402
9800,0.037001609802246094
10000,0.03899812698364258
10200,0.04100227355957031
10400,0.03999924659729004
10600,0.0429990291595459
10800,0.041999101638793945
11000,0.042999982833862305
11200,0.043001651763916016
11400,0.044998884201049805
11600,0.04700016975402832
11800,0.047000885009765625
12000,0.05199885368347168
12200,0.04999995231628418
12400,0.05200052261352539
12600,0.05099940299987793
12800,0.052001237869262695
13000,0.05400228500366211
13200,0.054997920989990234
13400,0.054999589920043945
13600,0.06000018119812012
13800,0.05799984931945801
14000,0.06000041961669922
14200,0.061022281646728516
14400,0.06297731399536133
14600,0.0670003890991211
14800,0.06399869918823242
15000,0.07000017166137695
15200,0.06800103187561035
15400,0.07899832725524902
15600,0.0670008659362793
15800,0.06800079345703125
16000,0.07399892807006836
16200,0.0820012092590332
16400,0.07299971580505371
16600,0.07199859619140625
16800,0.07700014114379883
17000,0.07599997520446777
17200,0.082000732421875
17400,0.07799911499023438
17600,0.07699990272521973
17800,0.0820012092590332
18000,0.08000016212463379
18200,0.08402252197265625
18400,0.08497786521911621
18600,0.08699989318847656
18800,0.08899879455566406
19000,0.09900021553039551
19200,0.09200072288513184
19400,0.09000039100646973
19600,0.09199881553649902
19800,0.09800100326538086
20000,0.10099959373474121
20200,0.0969991683959961
20400,0.0950009822845459
20600,0.1119999885559082
20800,0.0989995002746582
21000,0.10100030899047852
21200,0.10599899291992188
21400,0.10200119018554688
21600,0.10300016403198242
21800,0.11099910736083984
22000,0.12000060081481934
22200,0.1080009937286377
22400,0.11199808120727539
22600,0.11100172996520996
22800,0.11299848556518555
23000,0.11500048637390137
23200,0.11699962615966797
23400,0.11600065231323242
23600,0.11899900436401367
23800,0.12700128555297852
24000,0.13001251220703125
24200,0.11898565292358398
24400,0.1230006217956543
24600,0.12999987602233887
24800,0.1250007152557373
25000,0.12799906730651855
25200,0.13200068473815918
25400,0.132002592086792
25600,0.13103842735290527
25800,0.12696003913879395
26000,0.13599920272827148
26200,0.13900041580200195
26400,0.1400001049041748
26600,0.14599871635437012
26800,0.13700032234191895
27000,0.1379997730255127
27200,0.14500045776367188
27400,0.14503192901611328
27600,0.14796733856201172
27800,0.14700078964233398
28000,0.15400004386901855
28200,0.1490006446838379
28400,0.14999961853027344
28600,0.1510016918182373
28800,0.15599870681762695
29000,0.15900349617004395
29200,0.15800142288208008
29400,0.15799427032470703
29600,0.15600037574768066
29800,0.16000032424926758
30000,0.16399884223937988
30200,0.16100120544433594
30400,0.16199898719787598
30600,0.1680006980895996
30800,0.17299985885620117
31000,0.16899919509887695
31200,0.1770012378692627
31400,0.17600154876708984
31600,0.17399907112121582
31800,0.17499971389770508
32000,0.180999755859375
32200,0.17499971389770508
32400,0.1810014247894287
32600,0.17499876022338867
32800,0.18300890922546387
33000,0.18899273872375488
33200,0.19201135635375977
33400,0.19698786735534668
33600,0.19500064849853516
33800,0.19100117683410645
34000,0.17703604698181152
34200,0.19700264930725098
34400,0.19095969200134277
34600,0.19500136375427246
34800,0.203033447265625
35000,0.20496535301208496
35200,0.20399999618530273
35400,0.20000123977661133
35600,0.2069997787475586
35800,0.2109987735748291
36000,0.20900225639343262
36200,0.21499848365783691
36400,0.22100019454956055
36600,0.22699928283691406
36800,0.22100210189819336
37000,0.21999788284301758
37200,0.21900010108947754
37400,0.2259993553161621
37600,0.23000121116638184
37800,0.23099946975708008
38000,0.2310011386871338
38200,0.2349991798400879
38400,0.2330000400543213
38600,0.23599886894226074
38800,0.23400092124938965
39000,0.23799920082092285
39200,0.24500012397766113
39400,0.23600029945373535
39600,0.24000024795532227
39800,0.25303101539611816
40000,0.24696874618530273
40200,0.23900651931762695
40400,0.2579929828643799
40600,0.25800108909606934
40800,0.26399898529052734
41000,0.25999999046325684
41200,0.2560000419616699
41400,0.2690119743347168
41600,0.2679884433746338
41800,0.2720012664794922
42000,0.2739987373352051
42200,0.27900052070617676
42400,0.2760004997253418
42600,0.29200220108032227
42800,0.27399730682373047
43000,0.2759990692138672
43200,0.27303123474121094
43400,0.2709696292877197
43600,0.2739992141723633
43800,0.29200148582458496
44000,0.2940359115600586
44200,0.279965877532959
44400,0.2929975986480713
44600,0.2890002727508545
44800,0.29599857330322266
45000,0.2950003147125244
45200,0.2960011959075928
45400,0.30900025367736816
45600,0.30699920654296875
45800,0.33099937438964844
46000,0.32500219345092773
46200,0.3229982852935791
46400,0.315000057220459
46600,0.32300305366516113
46800,0.3139975070953369
47000,0.32400059700012207
47200,0.3469996452331543
47400,0.33300065994262695
47600,0.3379991054534912
47800,0.33299899101257324
48000,0.326000452041626
48200,0.3209996223449707
48400,0.3070375919342041
48600,0.32599925994873047
