length,time
0,0.0
200,0.0060007572174072266
400,0.006000041961669922
600,0.00600123405456543
800,0.00503087043762207
1000,0.006968498229980469
1200,0.005999088287353516
1400,0.00599980354309082
1600,0.005999565124511719
1800,0.0070018768310546875
2000,0.0049974918365478516
2200,0.007033586502075195
2400,0.006001472473144531
2600,0.0060007572174072266
2800,0.007965803146362305
3000,0.005999565124511719
3200,0.006998538970947266
3400,0.006000518798828125
3600,0.0070002079010009766
3800,0.006999969482421875
4000,0.006999015808105469
4200,0.007000923156738281
4400,0.007001399993896484
4600,0.008000612258911133
4800,0.006999015808105469
5000,0.007001161575317383
5200,0.006999492645263672
5400,0.007999658584594727
5600,0.007004737854003906
5800,0.007993698120117188
6000,0.00803375244140625
6200,0.007967233657836914
6400,0.006998538970947266
6600,0.007999897003173828
6800,0.01000070571899414
7000,0.008000850677490234
7200,0.008998394012451172
7400,0.008001089096069336
7600,0.007998943328857422
7800,0.009000301361083984
8000,0.007999658584594727
8200,0.010000228881835938
8400,0.009000062942504883
8600,0.008000850677490234
8800,0.010030031204223633
9000,0.008970975875854492
9200,0.009999990463256836
9400,0.009999990463256836
9600,0.01000070571899414
9800,0.010998249053955078
10000,0.009999990463256836
10200,0.009999275207519531
10400,0.009999752044677734
10600,0.010000944137573242
10800,0.010000467300415039
11000,0.00999903678894043
11200,0.010001659393310547
11400,0.010999202728271484
11600,0.009999752044677734
11800,0.009999990463256836
12000,0.009999752044677734
12200,0.010000467300415039
12400,0.010999202728271484
12600,0.010000467300415039
12800,0.011000633239746094
13000,0.011998891830444336
13200,0.010998964309692383
13400,0.01200246810913086
13600,0.012999773025512695
13800,0.01399993896484375
14000,0.01300048828125
14200,0.010998725891113281
14400,0.012000560760498047
14600,0.012001276016235352
14800,0.011000394821166992
15000,0.011999845504760742
15200,0.011999130249023438
15400,0.013001203536987305
15600,0.011999845504760742
15800,0.011998414993286133
16000,0.013012886047363281
16200,0.012987852096557617
16400,0.012000560760498047
16600,0.014997720718383789
16800,0.013002157211303711
17000,0.012999773025512695
17200,0.012999773025512695
17400,0.013006925582885742
17600,0.013992547988891602
17800,0.013999700546264648
18000,0.015001058578491211
18200,0.012998580932617188
18400,0.014000654220581055
18600,0.013000011444091797
18800,0.01500082015991211
19000,0.013998270034790039
19200,0.013000965118408203
19400,0.015000343322753906
19600,0.014000177383422852
19800,0.012999534606933594
20000,0.013999700546264648
20200,0.015000104904174805
20400,0.017000913619995117
20600,0.0149993896484375
20800,0.01500558853149414
21000,0.014993906021118164
21200,0.013999700546264648
21400,0.01600027084350586
21600,0.015002012252807617
21800,0.016999483108520508
22000,0.019012928009033203
22200,0.015985488891601562
22400,0.01500082015991211
22600,0.017000198364257812
22800,0.014998912811279297
23000,0.015999794006347656
23200,0.016000986099243164
23400,0.016000032424926758
23600,0.015999317169189453
23800,0.01600337028503418
24000,0.01599907875061035
24200,0.016997814178466797
24400,0.015999794006347656
24600,0.016002893447875977
24800,0.015997648239135742
25000,0.017999649047851562
25200,0.017999649047851562
25400,0.01800060272216797
25600,0.01600027084350586
25800,0.017000436782836914
26000,0.01699995994567871
26200,0.01600027084350586
26400,0.01699995994567871
26600,0.016998767852783203
26800,0.017000436782836914
27000,0.016999244689941406
27200,0.01699995994567871
27400,0.018001079559326172
27600,0.017000198364257812
27800,0.016999483108520508
28000,0.016999244689941406
28200,0.01699972152709961
28400,0.025001049041748047
28600,0.01799917221069336
28800,0.017000198364257812
29000,0.018001794815063477
29200,0.017999649047851562
29400,0.018999338150024414
29600,0.01799917221069336
29800,0.017999887466430664
30000,0.019000530242919922
30200,0.018006086349487305
30400,0.018993616104125977
30600,0.01900005340576172
30800,0.019001245498657227
31000,0.017998456954956055
31200,0.019001483917236328
31400,0.017999649047851562
31600,0.02200031280517578
31800,0.020000696182250977
32000,0.0299990177154541
32200,0.020000696182250977
32400,0.01899862289428711
32600,0.01900005340576172
32800,0.01999974250793457
33000,0.020000219345092773
33200,0.022000551223754883
33400,0.023000240325927734
33600,0.019998550415039062
33800,0.020001649856567383
34000,0.01999950408935547
34200,0.020000457763671875
34400,0.020998716354370117
34600,0.01999974250793457
34800,0.020000219345092773
35000,0.01999974250793457
35200,0.021000146865844727
35400,0.020000219345092773
35600,0.021001100540161133
35800,0.01999974250793457
36000,0.020999431610107422
36200,0.02200031280517578
36400,0.024000167846679688
36600,0.02099919319152832
36800,0.020999670028686523
37000,0.021001577377319336
37200,0.020999670028686523
37400,0.021000385284423828
37600,0.021004915237426758
37800,0.02099442481994629
38000,0.020999908447265625
38200,0.02099919319152832
38400,0.022000789642333984
38600,0.021000385284423828
38800,0.02100086212158203
39000,0.021998167037963867
39200,0.02200150489807129
39400,0.020998716354370117
39600,0.02201700210571289
39800,0.02198314666748047
40000,0.02299976348876953
40200,0.022000551223754883
40400,0.021999597549438477
40600,0.023000478744506836
40800,0.021999597549438477
